SKU	ThuongHieu	GioiTinh	DanhMuc	Size	Mau	Gia	GiaGiam	SoLuong	DaBan	Image	TrangThai
CHA-ÁO -04-M-X	Chanel	Nữ	Áo thun	M	Xanh	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-L-Đ	Chanel	Nữ	Áo thun	L	Đen	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-L-T	Chanel	Nữ	Áo thun	L	Trắng	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-L-BEI	Chanel	Nữ	Áo thun	L	Be	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-L-X	Chanel	Nữ	Áo thun	L	Xanh	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-XL-Đ	Chanel	Nữ	Áo thun	XL	Đen	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-XL-T	Chanel	Nữ	Áo thun	XL	Trắng	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-XL-BEI	Chanel	Nữ	Áo thun	XL	Be	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -04-XL-X	Chanel	Nữ	Áo thun	XL	Xanh	7700000	6400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-S-Đ	Chanel	Nữ	Áo thun	S	Đen	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-S-T	Chanel	Nữ	Áo thun	S	Trắng	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-S-BEI	Chanel	Nữ	Áo thun	S	Be	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-S-X	Chanel	Nữ	Áo thun	S	Xanh	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-M-Đ	Chanel	Nữ	Áo thun	M	Đen	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-M-T	Chanel	Nữ	Áo thun	M	Trắng	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-M-BEI	Chanel	Nữ	Áo thun	M	Be	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-M-X	Chanel	Nữ	Áo thun	M	Xanh	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-L-Đ	Chanel	Nữ	Áo thun	L	Đen	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-L-T	Chanel	Nữ	Áo thun	L	Trắng	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-L-BEI	Chanel	Nữ	Áo thun	L	Be	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-L-X	Chanel	Nữ	Áo thun	L	Xanh	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-XL-Đ	Chanel	Nữ	Áo thun	XL	Đen	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-XL-T	Chanel	Nữ	Áo thun	XL	Trắng	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-XL-BEI	Chanel	Nữ	Áo thun	XL	Be	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-ÁO -05-XL-X	Chanel	Nữ	Áo thun	XL	Xanh	5600000	4400000	3	0	https://product.hstatic.net/200000866247/product/img_3872_21365311e3bb4ebcb890a65d0485ca66_grande.jpeg	1
CHA-QUẦ-06-S-Đ	Chanel	Unisex	Quần	S	Đen	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-S-T	Chanel	Unisex	Quần	S	Trắng	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-S-BEI	Chanel	Unisex	Quần	S	Be	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-S-X	Chanel	Unisex	Quần	S	Xanh	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-M-Đ	Chanel	Unisex	Quần	M	Đen	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-M-T	Chanel	Unisex	Quần	M	Trắng	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-M-BEI	Chanel	Unisex	Quần	M	Be	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-M-X	Chanel	Unisex	Quần	M	Xanh	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-L-Đ	Chanel	Unisex	Quần	L	Đen	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-L-T	Chanel	Unisex	Quần	L	Trắng	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-L-BEI	Chanel	Unisex	Quần	L	Be	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-L-X	Chanel	Unisex	Quần	L	Xanh	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-XL-Đ	Chanel	Unisex	Quần	XL	Đen	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-XL-T	Chanel	Unisex	Quần	XL	Trắng	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-XL-BEI	Chanel	Unisex	Quần	XL	Be	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-06-XL-X	Chanel	Unisex	Quần	XL	Xanh	8400000	7100000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-S-Đ	Chanel	Nữ	Quần	S	Đen	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-S-T	Chanel	Nữ	Quần	S	Trắng	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-S-BEI	Chanel	Nữ	Quần	S	Be	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-S-X	Chanel	Nữ	Quần	S	Xanh	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-M-Đ	Chanel	Nữ	Quần	M	Đen	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-M-T	Chanel	Nữ	Quần	M	Trắng	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-M-BEI	Chanel	Nữ	Quần	M	Be	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-M-X	Chanel	Nữ	Quần	M	Xanh	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-L-Đ	Chanel	Nữ	Quần	L	Đen	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-L-T	Chanel	Nữ	Quần	L	Trắng	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-L-BEI	Chanel	Nữ	Quần	L	Be	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-L-X	Chanel	Nữ	Quần	L	Xanh	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-XL-Đ	Chanel	Nữ	Quần	XL	Đen	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-XL-T	Chanel	Nữ	Quần	XL	Trắng	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-XL-BEI	Chanel	Nữ	Quần	XL	Be	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-07-XL-X	Chanel	Nữ	Quần	XL	Xanh	11500000	10900000	3	0	https://static.hotdeal.vn/images/859/859348/400x500/203799-quan-legging-in-hoa-tiet-ca-tinh-203782-vn-2-3.jpg	1
CHA-QUẦ-08-S-Đ	Chanel	Nữ	Quần	S	Đen	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-S-T	Chanel	Nữ	Quần	S	Trắng	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-S-BEI	Chanel	Nữ	Quần	S	Be	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-S-X	Chanel	Nữ	Quần	S	Xanh	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-M-Đ	Chanel	Nữ	Quần	M	Đen	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-M-T	Chanel	Nữ	Quần	M	Trắng	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-M-BEI	Chanel	Nữ	Quần	M	Be	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-M-X	Chanel	Nữ	Quần	M	Xanh	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-L-Đ	Chanel	Nữ	Quần	L	Đen	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-L-T	Chanel	Nữ	Quần	L	Trắng	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-L-BEI	Chanel	Nữ	Quần	L	Be	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-L-X	Chanel	Nữ	Quần	L	Xanh	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-XL-Đ	Chanel	Nữ	Quần	XL	Đen	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-XL-T	Chanel	Nữ	Quần	XL	Trắng	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-XL-BEI	Chanel	Nữ	Quần	XL	Be	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-QUẦ-08-XL-X	Chanel	Nữ	Quần	XL	Xanh	5100000	4000000	3	0	https://hotgirlshop.vn/uploads/picture/31052022/News/20531124516-quan-suon-jean-chanel-co-mac-khong.jpg	1
CHA-ÁO -09-S-Đ	Chanel	Unisex	Áo khoác	S	Đen	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-S-T	Chanel	Unisex	Áo khoác	S	Trắng	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-S-BEI	Chanel	Unisex	Áo khoác	S	Be	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-S-X	Chanel	Unisex	Áo khoác	S	Xanh	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-M-Đ	Chanel	Unisex	Áo khoác	M	Đen	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-M-T	Chanel	Unisex	Áo khoác	M	Trắng	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-M-BEI	Chanel	Unisex	Áo khoác	M	Be	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-M-X	Chanel	Unisex	Áo khoác	M	Xanh	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-L-Đ	Chanel	Unisex	Áo khoác	L	Đen	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-L-T	Chanel	Unisex	Áo khoác	L	Trắng	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-L-BEI	Chanel	Unisex	Áo khoác	L	Be	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-L-X	Chanel	Unisex	Áo khoác	L	Xanh	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-XL-Đ	Chanel	Unisex	Áo khoác	XL	Đen	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-XL-T	Chanel	Unisex	Áo khoác	XL	Trắng	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-XL-BEI	Chanel	Unisex	Áo khoác	XL	Be	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -09-XL-X	Chanel	Unisex	Áo khoác	XL	Xanh	5600000	4300000	3	0	https://bizweb.dktcdn.net/100/397/400/products/4-5-b73e0da8-2efd-4fa5-8ba6-611bdac58c8e.jpg?v=1662438941547	1
CHA-ÁO -10-S-Đ	Chanel	Unisex	Áo khoác	S	Đen	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-S-T	Chanel	Unisex	Áo khoác	S	Trắng	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-S-BEI	Chanel	Unisex	Áo khoác	S	Be	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-S-X	Chanel	Unisex	Áo khoác	S	Xanh	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-M-Đ	Chanel	Unisex	Áo khoác	M	Đen	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-M-T	Chanel	Unisex	Áo khoác	M	Trắng	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-M-BEI	Chanel	Unisex	Áo khoác	M	Be	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-M-X	Chanel	Unisex	Áo khoác	M	Xanh	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-L-Đ	Chanel	Unisex	Áo khoác	L	Đen	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-L-T	Chanel	Unisex	Áo khoác	L	Trắng	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-L-BEI	Chanel	Unisex	Áo khoác	L	Be	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-L-X	Chanel	Unisex	Áo khoác	L	Xanh	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-XL-Đ	Chanel	Unisex	Áo khoác	XL	Đen	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-XL-T	Chanel	Unisex	Áo khoác	XL	Trắng	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-XL-BEI	Chanel	Unisex	Áo khoác	XL	Be	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -10-XL-X	Chanel	Unisex	Áo khoác	XL	Xanh	10400000	9100000	3	0	https://hotgirlshop.vn/uploads/picture/25092021/News/20925205735-ao-khoac-nu-chanel.jpg	1
CHA-ÁO -11-S-Đ	Chanel	Unisex	Áo khoác	S	Đen	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-S-T	Chanel	Unisex	Áo khoác	S	Trắng	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-S-BEI	Chanel	Unisex	Áo khoác	S	Be	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-S-X	Chanel	Unisex	Áo khoác	S	Xanh	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-M-Đ	Chanel	Unisex	Áo khoác	M	Đen	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-M-T	Chanel	Unisex	Áo khoác	M	Trắng	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-M-BEI	Chanel	Unisex	Áo khoác	M	Be	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
CHA-ÁO -11-M-X	Chanel	Unisex	Áo khoác	M	Xanh	10400000	9500000	3	0	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgVfEwxeWB3ZLcS8QFdKo6aC9Oc99Jx3vOLdU5JXDJKGMgk9dP_8oe2zaGelH6I4h8G2vswiCAlakFNy_BvpbpzqmiDpvpAGs1tDt0r-vm-YwSXgpp4M6-SFTIJWM9W83we2jJ7UzAt6CM/s1024/ao-khoac-chanel-c915465740.jpg	1
